"aveSalary","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop","area","compVar","compScale","academic","exp","induCate"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","无",0,"专业服务(咨询、人力资源、财会)"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","5000-10000人","本科",0,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",1,"快速消费品(食品、饮料、化妆品)"
7000,0,0,1,0,0,0,0,0,0,0,0,0,0,"上市公司","50-500人","本科",3,"建筑/建材/工程"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"合资","少于50人","大专",3,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","50-500人","大专",0,"制药/生物工程"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","10000人以上","大专",2,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","50-500人","大专",0,"制药/生物工程"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"上市公司","50-500人","大专",3,"通信/电信/网络设备"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","500-1000人","大专",3,"租赁服务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","少于50人","大专",0,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","10000人以上","本科",5,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","1000-5000人","本科",5,"批发/零售"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","少于50人","大专",1,"快速消费品(食品、饮料、化妆品)"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","50-500人","本科",2,"网络游戏"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","50-500人","大专",2,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","50-500人","本科",0,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","500-1000人","本科",5,"房地产"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","50-500人","无",0,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,0,"民营公司","少于50人","本科",0,"互联网/电子商务"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","本科",2,"多元化业务集团公司"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","大专",6,"服装/纺织/皮革"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"合资","500-1000人","本科",2,"制药/生物工程"
7000,1,0,0,0,0,0,0,1,0,0,0,0,1,"外资","500-1000人","本科",2,"保险"
7000,0,1,0,0,0,0,1,1,0,0,1,1,1,"合资","50-500人","本科",2,"互联网/电子商务"
7000,1,1,0,0,0,0,0,1,0,0,0,0,1,"合资","少于50人","本科",1,"互联网/电子商务"
7000,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","500-1000人","大专",2,"通信/电信运营、增值服务"
7000,1,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"计算机软件"
7000,1,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"制药/生物工程"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",0,"金融/投资/证券"
7000,1,1,0,1,1,1,0,1,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",1,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"广告"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","无",1,"交通/运输/物流"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"批发/零售"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"电子技术/半导体/集成电路"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"通信/电信运营、增值服务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",2,"餐饮业"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",5,"家居/室内设计/装潢"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",3,"家居/室内设计/装潢"
7000,1,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"教育/培训/院校"
7000,0,0,0,0,1,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",0,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","本科",2,"原材料和加工"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"计算机服务(系统、数据服务、维修)"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","少于50人","中专",1,"互联网/电子商务"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",2,"通信/电信运营、增值服务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",3,"批发/零售"
7000,0,1,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"酒店/旅游"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"服装/纺织/皮革"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","大专",3,"快速消费品(食品、饮料、化妆品)"
7000,0,1,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",2,"交通/运输/物流"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",1,"专业服务(咨询、人力资源、财会)"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",2,"医疗设备/器械"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",2,"广告"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","10000人以上","无",2,"教育/培训/院校"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","无",0,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","无",0,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",0,"贸易/进出口"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",3,"多元化业务集团公司"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",2,"教育/培训/院校"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",0,"互联网/电子商务"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",1,"广告"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",2,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","中专",3,"制药/生物工程"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",3,"专业服务(咨询、人力资源、财会)"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","本科",0,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"服装/纺织/皮革"
7000,1,1,0,0,0,0,1,1,0,0,0,0,1,"合资","1000-5000人","本科",1,"金融/投资/证券"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","1000-5000人","无",0,"通信/电信/网络设备"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",2,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"通信/电信/网络设备"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"服装/纺织/皮革"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",3,"餐饮业"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"家具/家电/玩具/礼品"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"金融/投资/证券"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","少于50人","大专",3,"家居/室内设计/装潢"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"金融/投资/证券"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","1000-5000人","本科",1,"教育/培训/院校"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","50-500人","大专",3,"贸易/进出口"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","1000-5000人","大专",3,"服装/纺织/皮革"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"医疗/护理/卫生"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",1,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"服装/纺织/皮革"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"计算机软件"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"贸易/进出口"
7000,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"网络游戏"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"互联网/电子商务"
7000,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","10000人以上","大专",3,"计算机软件"
7000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",2,"贸易/进出口"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"机械/设备/重工"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","500-1000人","大专",0,"专业服务(咨询、人力资源、财会)"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",0,"金融/投资/证券"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","1000-5000人","本科",3,"金融/投资/证券"
6999.5,0,0,0,1,0,0,1,0,0,0,0,0,1,"民营公司","少于50人","硕士",1,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","无",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",2,"汽车及零配件"
6999.5,1,0,0,0,1,0,0,1,0,0,0,0,1,"民营公司","5000-10000人","本科",2,"互联网/电子商务"
6999.5,0,1,0,0,1,0,0,0,0,0,0,0,1,"民营公司","50-500人","硕士",1,"计算机软件"
6999.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","少于50人","本科",0,"互联网/电子商务"
6999.5,0,0,1,0,1,0,1,0,0,0,0,0,1,"民营公司","500-1000人","本科",1,"金融/投资/证券"
6999.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","500-1000人","无",0,"通信/电信运营、增值服务"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",0,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","5000-10000人","本科",2,"互联网/电子商务"
6999.5,0,1,1,0,0,0,0,1,0,0,0,0,1,"民营公司","1000-5000人","本科",0,"计算机软件"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"医疗设备/器械"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",3,"计算机软件"
6999.5,0,0,0,0,0,0,1,1,0,0,0,0,1,"合资","1000-5000人","本科",3,"金融/投资/证券"
6999.5,0,1,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",1,"服装/纺织/皮革"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",1,"检测，认证"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"批发/零售"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"制药/生物工程"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",1,"网络游戏"
6999.5,0,0,1,0,1,0,1,1,0,0,0,0,1,"国企","500-1000人","本科",0,"专业服务(咨询、人力资源、财会)"
6999.5,0,1,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"互联网/电子商务"
6999.5,1,1,0,0,0,0,1,1,0,0,0,0,1,"国企","500-1000人","本科",2,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",0,"制药/生物工程"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"保险"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",2,"专业服务(咨询、人力资源、财会)"
6999.5,0,1,0,1,1,1,1,1,0,0,0,0,1,"民营公司","少于50人","本科",2,"计算机服务(系统、数据服务、维修)"
6999.5,1,0,0,1,0,0,1,1,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","无",0,"奢侈品/收藏品/工艺品/珠宝"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","500-1000人","无",3,"互联网/电子商务"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",0,"计算机软件"
6999.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","5000-10000人","大专",3,"互联网/电子商务"
6999.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"外资","10000人以上","本科",0,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",1,"美容/保健"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",5,"计算机软件"
6999.5,0,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","无",0,"互联网/电子商务"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"汽车及零配件"
6999.5,0,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","无",2,"教育/培训/院校"
6999.5,1,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","硕士",0,"计算机软件"
6999.5,0,1,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",0,"计算机软件"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",3,"制药/生物工程"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","1000-5000人","大专",2,"计算机硬件"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","硕士",1,"互联网/电子商务"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"国企","50-500人","本科",2,"制药/生物工程"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",3,"服装/纺织/皮革"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","1000-5000人","大专",2,"通信/电信/网络设备"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","无",0,"非盈利机构"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","少于50人","本科",0,"多元化业务集团公司"
6999.5,1,0,1,1,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",1,"建筑/建材/工程"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",0,"影视/媒体/艺术/文化传播"
6999.5,0,0,1,1,0,1,1,0,0,0,0,0,1,"上市公司","500-1000人","本科",0,"网络游戏"
6999.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"互联网/电子商务"
6999.5,1,1,0,0,0,1,1,1,0,0,1,1,1,"民营公司","50-500人","本科",2,"计算机软件"
6999.5,0,0,0,0,0,1,1,0,0,0,0,1,1,"民营公司","少于50人","大专",2,"计算机软件"
6999.5,0,1,1,0,0,0,0,1,0,0,0,0,1,"民营公司","5000-10000人","大专",0,"金融/投资/证券"
6999.5,1,1,1,0,1,0,0,1,0,0,0,0,1,"民营公司","1000-5000人","本科",1,"金融/投资/证券"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"合资","1000-5000人","无",1,"计算机服务(系统、数据服务、维修)"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",0,"服装/纺织/皮革"
6999.5,1,1,1,0,1,0,0,1,1,0,0,0,1,"民营公司","1000-5000人","本科",1,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",0,"互联网/电子商务"
6999.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"国企","500-1000人","本科",0,"互联网/电子商务"
6999.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"合资","50-500人","本科",1,"银行"
6999.5,0,1,1,0,0,0,1,1,0,0,0,0,1,"民营公司","少于50人","本科",3,"影视/媒体/艺术/文化传播"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
6999.5,0,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"制药/生物工程"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"专业服务(咨询、人力资源、财会)"
6999.5,0,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","1000-5000人","大专",1,"批发/零售"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"医疗/护理/卫生"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"制药/生物工程"
6999.5,0,1,0,0,0,0,1,1,0,0,1,1,1,"民营公司","50-500人","无",0,"专业服务(咨询、人力资源、财会)"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",2,"快速消费品(食品、饮料、化妆品)"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"金融/投资/证券"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","硕士",1,"金融/投资/证券"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",1,"计算机服务(系统、数据服务、维修)"
6999.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"合资","500-1000人","本科",1,"快速消费品(食品、饮料、化妆品)"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","50-500人","无",0,"通信/电信运营、增值服务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","硕士",0,"金融/投资/证券"
6999.5,1,1,1,1,0,1,1,1,0,0,0,0,1,"民营公司","50-500人","本科",1,"计算机软件"
6999.5,0,1,0,0,0,0,1,1,0,0,0,0,1,"国企","50-500人","硕士",0,"航天/航空"
6999.5,1,0,0,1,0,0,0,0,0,0,1,1,1,"民营公司","50-500人","本科",3,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",1,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",0,"金融/投资/证券"
6999.5,1,0,0,1,1,0,1,1,0,0,0,0,1,"民营公司","少于50人","本科",2,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",2,"医疗/护理/卫生"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","10000人以上","本科",3,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",0,"互联网/电子商务"
6999.5,1,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","1000-5000人","无",3,"奢侈品/收藏品/工艺品/珠宝"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"服装/纺织/皮革"
6999.5,0,0,1,0,1,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"互联网/电子商务"
6999.5,1,0,0,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","本科",0,"通信/电信/网络设备"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",2,"教育/培训/院校"
6999.5,0,1,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"互联网/电子商务"
6999.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","500-1000人","无",2,"服装/纺织/皮革"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"汽车及零配件"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","无",1,"服装/纺织/皮革"
6999.5,0,0,1,0,0,0,1,1,0,0,0,0,1,"合资","1000-5000人","本科",1,"保险"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",0,"教育/培训/院校"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",0,"广告"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","1000-5000人","本科",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","少于50人","大专",3,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",2,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"贸易/进出口"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","少于50人","本科",3,"通信/电信运营、增值服务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",2,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"快速消费品(食品、饮料、化妆品)"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",1,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","50-500人","本科",2,"通信/电信运营、增值服务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","硕士",0,"医疗/护理/卫生"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",1,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"教育/培训/院校"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",1,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","少于50人","无",1,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","50-500人","本科",2,"文字媒体/出版"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","大专",2,"餐饮业"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",2,"娱乐/休闲/体育"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",0,"机械/设备/重工"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"互联网/电子商务"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"计算机软件"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",0,"金融/投资/证券"
6999.5,0,0,0,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","本科",0,"医疗/护理/卫生"
6999.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","大专",1,"计算机软件"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","50-500人","无",0,"家具/家电/玩具/礼品"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","高中",0,"电子技术/半导体/集成电路"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"教育/培训/院校"
6999.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"互联网/电子商务"
